pipeline_name,factory_name,factory_type,subscription_id,activity_name,activity_type,linked_service_name,compute_type_inferred,notebook_path,job_id,new_cluster_node_type,new_cluster_num_workers,new_cluster_version,existing_cluster_id,instance_pool_id,subscription_name
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy1,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy2,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy3,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy4,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy5,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy6,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy7,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy8,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy9,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy10,DatabricksNotebook,,unknown,,,,,,,,field-eng
esd_execute_pipe,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ntb-instance-pool,DatabricksNotebook,,unknown,,,,,,,,field-eng
init_script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Hello World Notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
repsol_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Jar1,DatabricksSparkJar,,unknown,,,,,,,,field-eng
999 - Multi Processing Concurrent Futures,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,multi_processing_concurrent_futures,DatabricksNotebook,,unknown,,,,,,,,field-eng
test-ravi-pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Run-test-notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy1,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy2,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy3,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy4,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy5,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy6,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy7,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy8,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy9,DatabricksNotebook,,unknown,,,,,,,,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Sleep notebook_copy10,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline2,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
vgd_init_script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,read_excel,DatabricksNotebook,,unknown,,,,,,,,field-eng
rs01_pwc_test_wf,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
rs01_pwc_test_wf,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1_copy1,DatabricksNotebook,,unknown,,,,,,,,field-eng
rs01_pwc_test_wf,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1_copy1_copy1,DatabricksNotebook,,unknown,,,,,,,,field-eng
rs01_pwc_test_wf,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1_copy1_copy2,DatabricksNotebook,,unknown,,,,,,,,field-eng
test2,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
sash-test-create-temp-view-pipe,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
reynolds-pravindev-dbx-job,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ClassicNotebookActivity,DatabricksNotebook,,unknown,,,,,,,,field-eng
Test01,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1_UC_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1_standard_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
scala code test run,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
LyallADF,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
LyallADF,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook2,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1_premium_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
sqldb_to_delta,ronguerreroadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,merge_to_delta,DatabricksNotebook,,unknown,,,,,,,,field-eng
Import Telemetry 2,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,KSPcreateDeltaBatch,DatabricksNotebook,,unknown,,,,,,,,field-eng
RunADBjob,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,DeltaLakeDemo,DatabricksNotebook,,unknown,,,,,,,,field-eng
Import Telemetry,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,KSPcreateDeltaBatch,DatabricksNotebook,,unknown,,,,,,,,field-eng
MaxConcurrentRuns,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ConcurrentRun,DatabricksNotebook,,unknown,,,,,,,,field-eng
DatabricksParameter,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ADFparameters,DatabricksNotebook,,unknown,,,,,,,,field-eng
PermissionsTest,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,DeltaLakeDemo,DatabricksNotebook,,unknown,,,,,,,,field-eng
TestPython,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Python Script,DatabricksSparkPython,,unknown,,,,,,,,field-eng
DatabrickParametersReturn,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,DeltaLakeDemo,DatabricksNotebook,,unknown,,,,,,,,field-eng
DatabricksParameterPool,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ADFparameters,DatabricksNotebook,,unknown,,,,,,,,field-eng
Parent-Child-Test,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Parent Notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
Databricks_Fullpath_Notebook_MI,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,FullPathNotebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
Databricks_Interactive_Cluster,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Test Notebook,DatabricksNotebook,,unknown,,,,,,,,field-eng
Parametised_Interactive_Cluster,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Delta Notebook - Python,DatabricksNotebook,,unknown,,,,,,,,field-eng
Databricks_ClusterName2ClusterID_Interactive_Submit_Pipeline,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Delta Notebook - Python,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
aso-pipeline-udmi-1,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
aso-pipeline-udmi-2,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
SimpleNotebook,adf-laurent,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Read Delta notebook 1,DatabricksNotebook,,unknown,,,,,,,,field-eng
SimpleNotebook,adf-laurent,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Read Delta Notebook 2,DatabricksNotebook,,unknown,,,,,,,,field-eng
ADB_Test_Pool,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Ingest raw files - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Bronze to Silver - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Zip code reference data,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Silver to Gold - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
Pipeline-UC-Interactive,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pl_databricks_test,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,nb_dbricks,DatabricksNotebook,,unknown,,,,,,,,field-eng
pl_databricks_test,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,nb_dbricks_2,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Bronze,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Silver,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Gold,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks2,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Bronze,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks2,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Silver,DatabricksNotebook,,unknown,,,,,,,,field-eng
MedalionDatabricks2,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Gold,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Ingest raw files - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Bronze to Silver - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Zip code reference data,DatabricksNotebook,,unknown,,,,,,,,field-eng
taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Silver to Gold - Taxi,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Testing,DatabricksNotebook,,unknown,,,,,,,,field-eng
Pipeline-UC-Job,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Parent,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Child,DatabricksNotebook,,unknown,,,,,,,,field-eng
Execute notebook compute,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
ks02-notebook-test,ks02-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,ks02-notebook-test,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,covid append,DatabricksNotebook,,unknown,,,,,,,,field-eng
tomi_dummy_pipeline,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,volvo-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Retrieve and save raw data,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Save data to delta,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,aggregate babynames,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,guanjie-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
managedIRtest,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,simpletest,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline2,chang-fwd-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Notebook1,DatabricksNotebook,,unknown,,,,,,,,field-eng
pipeline1,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,Notebook1,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
pipeline1,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,Notebook1_copy1,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
databricks_uc_test_none_accessmode,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,Notebook1,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
databricks_uc_test_shared_policy,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,Notebook1,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
pl_adriana,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,Ingest Circuits,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
FileArrivalANDTableUpdate,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,HelloWorldFAT,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
Multiple Schedules,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,HelloWorld,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
HelloWorldManual,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,HelloWorldManual,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
HelloWorld,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,HelloWorld,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
TestDatabricksNotebookPipeline,pmt-adf-eastus2-tahir,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,RunTestNotebook,DatabricksNotebook,,unknown,,,,,,,,azure-test-pm
