pipeline_name,factory_name,factory_type,subscription_id,is_metadata_driven,confidence,signals_found,parameter_count,variable_count,has_foreach_executepipeline,has_parameterized_datasets,metadata_param_count,template_group_id,subscription_name
Web Activity List Runs MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6267778854561202462,field-eng
Delta-copyTo-fleetmaintenance2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
End_2_End_Data_Loading,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,1784216642942851348,field-eng
Data Flow with Delta,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
Web Activity Job Execution MI_2_0,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6267778854561202462,field-eng
Execute Databricks Job - ADF MultiTask Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-1458777991191879360,field-eng
Delta Sharing APIs2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,-7583853073290425413,field-eng
fleetmaintenance-copy,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,-4430719542637160689,field-eng
AKV API Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,1,False,False,0,6267778854561202462,field-eng
DBSQL_ODBC,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,8875973882079193388,field-eng
Web Activity Job Execution MI_2_1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6267778854561202462,field-eng
ACL Testing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
UC Test pipeline 2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Execute Databricks DLT Pipeline using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,1,False,False,0,6338217463165230401,field-eng
UC Test pipeline,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Full Path,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Delta Sharing APIs,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,2,False,False,0,-2255230983346313866,field-eng
PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,7,0,False,True,2,6012635420841798744,field-eng
PAT API to AKV Secret,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,1,False,False,0,-2764960385373764066,field-eng
UC Test pipeline 3,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Delta Sharing APIs_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,2,False,False,0,-2255230983346313866,field-eng
PL_Generic_File_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,3,0,False,False,0,2771063070316373290,field-eng
PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,8,1,False,True,2,-7975684278390257131,field-eng
Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,4586041929546577993,field-eng
Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,2300812119686244111,field-eng
Native ADF Databricks Jobs Activity_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
DBSQL_Ingestion,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,10,0,False,False,1,-5202129459288409548,field-eng
PL_Generic_Ingest_Executor,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2631841894733265129,field-eng
Delta-copyTo-fleetmaintenance,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,2986451988485003859,field-eng
DBSQL Execution_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,8,0,False,False,1,6267778854561202462,field-eng
PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Yes,High,"metadata_params(3), parameterized_datasets",8,0,False,True,3,-7975684278390257131,field-eng
DBSQL_Ingestion_copy11,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,11,0,False,False,1,-5202129459288409548,field-eng
Excel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,2986451988485003859,field-eng
User Assigned MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
DBSQL Execution_copy2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,10,0,False,False,1,-8711057275027517548,field-eng
PL_GENERIC_SQL_CDC_INGEST,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,9,1,False,False,2,922501405378201760,field-eng
Native ADF Databricks Jobs Activity,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,0,False,False,0,-8753497827991233192,field-eng
fleetmaintenance-copy_usingJob,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,0,False,True,0,3398486541832920798,field-eng
BulkCopyfromDB_with_ControlTable,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,metadata_params(3),6,0,False,False,3,-2631841894733265129,field-eng
PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,10,0,False,True,2,6012635420841798744,field-eng
run-db-job,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,6,2,False,False,0,7204590475886109268,field-eng
pipeline1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
Jobactivity,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
Webhook-Example,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,1,False,False,0,-8711057275027517548,field-eng
pipeline1,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-1605358778252954976,field-eng
DeltaLakeAccessUCDemo,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
wkmigrate_test_ifcondition,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,0,False,False,0,-8711057275027517548,field-eng
wkmigrate_test_copy_simple,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,2,0,False,False,0,2986451988485003859,field-eng
wkmigrate_test_foreach,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,0,False,False,0,1784216642942851348,field-eng
wkmigrate_test_variables,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,-4997369083989698918,field-eng
wkmigrate_test_lookup_web,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,3240876294750078122,field-eng
UC_Demo_Pipeline,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
run-db-job-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,6,2,False,False,0,7204590475886109268,field-eng
run-db-nb-job-one-time-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,7,2,False,False,0,7204590475886109268,field-eng
Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,5,1,False,False,0,885399939751762415,field-eng
run-nb-test,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,6,4,False,False,0,7465610107184219595,field-eng
adf-to-lf_job,demo-field-eng-east-adf-nb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
run-db-job-serverless-thru-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,6,2,False,False,0,7204590475886109268,field-eng
pipeline1,dthomfactorytest,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
run-nb-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
get-db-token-ws-level-m2m,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,3,False,False,0,6267778854561202462,field-eng
Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,5,1,False,False,0,-799679732793681488,field-eng
Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,2,False,False,0,-799679732793681488,field-eng
P2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,3252315293456171288,field-eng
001 - Run Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,3,1,False,False,0,-4840318173885224883,field-eng
cb_cvs_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
dbx-scb-aj-pl,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
Reusable 2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,3,1,False,False,0,-4840318173885224883,field-eng
dbrookes_sales_pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,2,0,False,True,0,2986451988485003859,field-eng
dbrookes_simple_pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,2,0,False,False,0,6267778854561202462,field-eng
dbx-scb-udp,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
dbx_scb_aj_copy_convert,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,5798964148247319941,field-eng
005 - Ingest to Delta Lake via Copy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
Reusable 3,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,3,1,False,False,0,-4840318173885224883,field-eng
010 - Job Cluster With Custom Policy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Tigger Serverless Notebook,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-1458777991191879360,field-eng
dbx_scb_aj_copy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
pipeline1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
P1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,3252315293456171288,field-eng
Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,1,False,False,0,-799679732793681488,field-eng
002 - Run Serverless Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,3,1,False,False,0,-4840318173885224883,field-eng
006 - Ingestion to Delta Lake with Data Flow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
01 - Init_Script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-4910420182769225013,field-eng
esd_execute_pipe,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
ADF Calling Workflow Job,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,-8753497827991233192,field-eng
init_script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
dbrookes_incremental_copy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,1,False,False,0,-7583853073290425413,field-eng
mido_dbx_job_call,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
pipeline2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
repsol_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,4978897674873556746,field-eng
999 - Multi Processing Concurrent Futures,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Databricks - Run Serverless Notebook,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,5,1,False,False,0,885399939751762415,field-eng
test-ravi-pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Copy_win_totals,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
notebook_trigger_parallel_job_pool_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-4910420182769225013,field-eng
CopyDatabricksToADLS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
pipeline2,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
vgd_init_script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
caio_adf_kmpg,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
rs01_pwc_test_wf,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,7746213152232064267,field-eng
Databricks - Trigger Workflow_Mido,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,1,False,False,0,-799679732793681488,field-eng
test2,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
LyallADFJobsPreview,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
pipeline4,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
pipeline5,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,Likely,Medium,parameterized_datasets,0,1,False,True,0,2986451988485003859,field-eng
pipeline1,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
sash-test-create-temp-view-pipe,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
reynolds-pravindev-dbx-job,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,1,0,False,False,0,-1946596162718391815,field-eng
sash-test-pipe-1,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,1784216642942851348,field-eng
pipeline2,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,-1099820453846087834,field-eng
Test01,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
pipeline6,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,-1099820453846087834,field-eng
DataFlowTesting_copy1,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
pipeline1_UC_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,0,False,False,0,-2241954787027104022,field-eng
pipeline1_standard_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,0,False,False,0,-2241954787027104022,field-eng
mb-test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,3281810612793716066,field-eng
scala code test run,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
LyallADF,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,7908883273554468382,field-eng
DataFlowTesting,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,6588731230599605687,field-eng
pipeline1_premium_workspace,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,0,False,False,0,-2241954787027104022,field-eng
Serverless Jobs Test,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-1458777991191879360,field-eng
20250516_tech_brief,hinak-adf-ejp,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-8753497827991233192,field-eng
Trigger Workflow,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,4,1,False,False,0,-799679732793681488,field-eng
One-time Run - Serverless,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,5,1,False,False,0,-799679732793681488,field-eng
sqldb_to_delta,ronguerreroadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,5798964148247319941,field-eng
Extract Parquet to SQLDW,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,2986451988485003859,field-eng
Import Telemetry 2,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,2,0,False,False,2,-4250162363531082089,field-eng
GetJobPermissions,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,1,False,False,0,6267778854561202462,field-eng
RunADBjob,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-2241954787027104022,field-eng
Import Telemetry,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,No,N/A,,0,0,False,False,0,-4250162363531082089,field-eng
